,SKU,FAMILY,DAY,QTY,TO
841198,ITEM-1133,FAMILY-6,58,6,11.879999999999999
841199,ITEM-1134,FAMILY-6,58,0,0.0
841200,ITEM-1135,FAMILY-6,58,0,0.0
841201,ITEM-1136,FAMILY-6,58,5,12.4
841202,ITEM-1137,FAMILY-6,58,0,0.0
841203,ITEM-1138,FAMILY-6,58,2,4.16
841204,ITEM-1139,FAMILY-6,58,1,3.0
841205,ITEM-1140,FAMILY-6,58,3,35.339999999999996
841206,ITEM-1141,FAMILY-6,58,1,1.98
841207,ITEM-1142,FAMILY-6,58,0,0.0
841208,ITEM-1143,FAMILY-6,58,4,9.12
841209,ITEM-1144,FAMILY-6,58,3,8.94
841210,ITEM-1145,FAMILY-6,58,3,5.9399999999999995
841211,ITEM-1146,FAMILY-6,58,0,0.0
841212,ITEM-1147,FAMILY-6,58,1,1.98
841213,ITEM-1148,FAMILY-6,58,0,0.0
841214,ITEM-1149,FAMILY-6,58,0,0.0
841215,ITEM-1150,FAMILY-6,58,2,5.28
841216,ITEM-1151,FAMILY-6,58,6,11.879999999999999
841217,ITEM-1152,FAMILY-6,58,1,1.68
841218,ITEM-1153,FAMILY-6,58,0,0.0
841219,ITEM-1154,FAMILY-6,58,3,5.9399999999999995
841220,ITEM-1155,FAMILY-6,58,21,24.779999999999998
841221,ITEM-1156,FAMILY-6,58,6,22.68
841222,ITEM-1157,FAMILY-6,58,5,14.399999999999999
841223,ITEM-1158,FAMILY-6,58,4,7.92
841224,ITEM-1159,FAMILY-6,58,1,3.5
841225,ITEM-1160,FAMILY-6,58,0,0.0
841226,ITEM-1161,FAMILY-6,58,0,0.0
841227,ITEM-1162,FAMILY-6,58,2,7.96
841228,ITEM-1163,FAMILY-6,58,2,7.16
841229,ITEM-1164,FAMILY-6,58,0,0.0
841230,ITEM-1165,FAMILY-6,58,1,3.98
841231,ITEM-1166,FAMILY-6,58,0,0.0
841232,ITEM-1167,FAMILY-6,58,14,23.52
841233,ITEM-1168,FAMILY-6,58,0,0.0
841234,ITEM-1169,FAMILY-6,58,6,11.82
841235,ITEM-1170,FAMILY-6,58,0,0.0
841236,ITEM-1171,FAMILY-6,58,0,0.0
841237,ITEM-1172,FAMILY-6,58,5,18.9
841238,ITEM-1173,FAMILY-6,58,0,0.0
841239,ITEM-1174,FAMILY-6,58,0,0.0
841240,ITEM-1175,FAMILY-6,58,0,0.0
841241,ITEM-1176,FAMILY-6,58,4,8.72
841242,ITEM-1177,FAMILY-6,58,5,29.900000000000002
841243,ITEM-1178,FAMILY-6,58,33,48.839999999999996
841244,ITEM-1179,FAMILY-6,58,0,0.0
841245,ITEM-1180,FAMILY-6,58,0,0.0
841246,ITEM-1181,FAMILY-6,58,0,0.0
841247,ITEM-1182,FAMILY-6,58,3,3.75
841248,ITEM-1183,FAMILY-6,58,0,0.0
841249,ITEM-1184,FAMILY-6,58,0,0.0
841250,ITEM-1185,FAMILY-6,58,0,0.0
841251,ITEM-1186,FAMILY-6,58,0,0.0
841252,ITEM-1187,FAMILY-6,58,1,1.97
841253,ITEM-1188,FAMILY-6,58,0,0.0
841254,ITEM-1189,FAMILY-6,58,0,0.0
841255,ITEM-1190,FAMILY-6,58,7,14.0
841256,ITEM-1191,FAMILY-6,58,1,4.38
841257,ITEM-1192,FAMILY-6,58,14,33.32
841258,ITEM-1193,FAMILY-6,58,5,9.9
841259,ITEM-1194,FAMILY-6,58,0,0.0
841260,ITEM-1195,FAMILY-6,58,0,0.0
841261,ITEM-1196,FAMILY-6,58,2,2.0
841262,ITEM-1197,FAMILY-6,58,4,6.0
841263,ITEM-1198,FAMILY-6,58,2,8.76
841264,ITEM-1199,FAMILY-6,58,11,11.0
841265,ITEM-1200,FAMILY-6,58,2,3.94
841266,ITEM-1201,FAMILY-6,58,4,4.0
841267,ITEM-1202,FAMILY-6,58,0,0.0
841268,ITEM-1203,FAMILY-6,58,6,35.88
841269,ITEM-1204,FAMILY-6,58,0,0.0
841270,ITEM-1205,FAMILY-6,58,7,22.959999999999997
841271,ITEM-1206,FAMILY-6,58,1,3.24
841272,ITEM-1207,FAMILY-6,58,1,2.58
841273,ITEM-1208,FAMILY-6,58,40,35.2
841274,ITEM-1209,FAMILY-6,58,3,13.14
841275,ITEM-1210,FAMILY-6,58,3,14.940000000000001
841276,ITEM-1211,FAMILY-6,58,1,2.78
841277,ITEM-1212,FAMILY-6,58,2,3.76
841278,ITEM-1213,FAMILY-6,58,0,0.0
841279,ITEM-1214,FAMILY-6,58,2,11.96
841280,ITEM-1215,FAMILY-6,58,0,0.0
841281,ITEM-1216,FAMILY-6,58,35,68.95
841282,ITEM-1217,FAMILY-6,58,4,10.72
841283,ITEM-1218,FAMILY-6,58,2,5.96
841284,ITEM-1219,FAMILY-6,58,3,5.9399999999999995
841285,ITEM-1220,FAMILY-6,58,7,25.060000000000002
841286,ITEM-1221,FAMILY-6,58,0,0.0
841287,ITEM-1222,FAMILY-6,58,0,0.0
841288,ITEM-1223,FAMILY-6,58,3,5.9399999999999995
841289,ITEM-1224,FAMILY-6,58,1,2.0
841290,ITEM-1225,FAMILY-6,58,0,0.0
841291,ITEM-1226,FAMILY-6,58,2,7.56
841292,ITEM-1227,FAMILY-6,58,0,0.0
841293,ITEM-1228,FAMILY-6,58,0,0.0
841294,ITEM-1229,FAMILY-6,58,0,0.0
841295,ITEM-1230,FAMILY-6,58,0,0.0
841296,ITEM-1231,FAMILY-7,58,4,7.92
841297,ITEM-1232,FAMILY-7,58,2,6.56
841298,ITEM-1233,FAMILY-7,58,1,2.98
841299,ITEM-1234,FAMILY-7,58,0,0.0
841300,ITEM-1235,FAMILY-7,58,2,3.96
841301,ITEM-1236,FAMILY-7,58,0,0.0
841302,ITEM-1237,FAMILY-7,58,2,4.56
841303,ITEM-1238,FAMILY-7,58,4,11.12
841304,ITEM-1239,FAMILY-7,58,2,9.0
841305,ITEM-1240,FAMILY-7,58,0,0.0
841306,ITEM-1241,FAMILY-7,58,0,0.0
841307,ITEM-1242,FAMILY-7,58,4,9.52
841308,ITEM-1243,FAMILY-7,58,26,113.88
841309,ITEM-1244,FAMILY-7,58,4,18.0
841310,ITEM-1245,FAMILY-7,58,0,0.0
841311,ITEM-1246,FAMILY-7,58,0,0.0
841312,ITEM-1247,FAMILY-7,58,6,17.88
841313,ITEM-1248,FAMILY-7,58,10,24.8
841314,ITEM-1249,FAMILY-7,58,1,1.18
841315,ITEM-1250,FAMILY-7,58,0,0.0
841316,ITEM-1251,FAMILY-7,58,8,22.24
841317,ITEM-1252,FAMILY-7,58,0,0.0
841318,ITEM-1253,FAMILY-7,58,1,4.28
841319,ITEM-1254,FAMILY-7,58,0,0.0
841320,ITEM-1255,FAMILY-7,58,3,5.9399999999999995
841321,ITEM-1256,FAMILY-7,58,8,11.84
841322,ITEM-1257,FAMILY-7,58,6,14.879999999999999
841323,ITEM-1258,FAMILY-7,58,19,28.12
841324,ITEM-1259,FAMILY-7,58,4,13.92
841325,ITEM-1260,FAMILY-7,58,9,53.82000000000001
841326,ITEM-1261,FAMILY-7,58,3,10.74
841327,ITEM-1262,FAMILY-7,58,16,3.2
841328,ITEM-1263,FAMILY-7,58,4,7.92
841329,ITEM-1264,FAMILY-7,58,0,0.0
841330,ITEM-1265,FAMILY-7,58,3,5.04
841331,ITEM-1266,FAMILY-7,58,10,27.799999999999997
841332,ITEM-1267,FAMILY-7,58,2,19.76
841333,ITEM-1268,FAMILY-7,58,2,2.96
841334,ITEM-1269,FAMILY-7,58,0,0.0
841335,ITEM-1270,FAMILY-7,58,3,5.9399999999999995
841336,ITEM-1271,FAMILY-7,58,2,3.96
841337,ITEM-1272,FAMILY-7,58,1,2.84
841338,ITEM-1273,FAMILY-7,58,0,0.0
841339,ITEM-1274,FAMILY-7,58,38,56.24
841340,ITEM-1275,FAMILY-7,58,0,0.0
841341,ITEM-1276,FAMILY-7,58,0,0.0
841342,ITEM-1277,FAMILY-7,58,2,8.96
841343,ITEM-1278,FAMILY-7,58,5,13.4
841344,ITEM-1279,FAMILY-7,58,2,7.56
841345,ITEM-1280,FAMILY-7,58,1,3.62
841346,ITEM-1281,FAMILY-7,58,2,3.96
841347,ITEM-1282,FAMILY-7,58,6,17.04
841348,ITEM-1283,FAMILY-7,58,0,0.0
841349,ITEM-1284,FAMILY-7,58,0,0.0
841350,ITEM-1285,FAMILY-7,58,0,0.0
841351,ITEM-1286,FAMILY-7,58,0,0.0
841352,ITEM-1287,FAMILY-7,58,0,0.0
841353,ITEM-1288,FAMILY-7,58,0,0.0
841354,ITEM-1289,FAMILY-7,58,17,23.459999999999997
841355,ITEM-1290,FAMILY-7,58,0,0.0
841356,ITEM-1291,FAMILY-7,58,6,8.28
841357,ITEM-1292,FAMILY-7,58,0,0.0
841358,ITEM-1293,FAMILY-7,58,0,0.0
841359,ITEM-1294,FAMILY-7,58,0,0.0
841360,ITEM-1295,FAMILY-7,58,0,0.0
841361,ITEM-1296,FAMILY-7,58,2,4.76
841362,ITEM-1297,FAMILY-7,58,0,0.0
841363,ITEM-1298,FAMILY-7,58,0,0.0
841364,ITEM-1299,FAMILY-7,58,58,51.04
841365,ITEM-1300,FAMILY-7,58,1,19.48
841366,ITEM-1301,FAMILY-7,58,0,0.0
841367,ITEM-1302,FAMILY-7,58,2,3.96
841368,ITEM-1303,FAMILY-7,58,0,0.0
841369,ITEM-1304,FAMILY-7,58,0,0.0
841370,ITEM-1305,FAMILY-7,58,7,27.16
841371,ITEM-1306,FAMILY-7,58,5,14.9
841372,ITEM-1307,FAMILY-7,58,1,1.98
841373,ITEM-1308,FAMILY-7,58,7,20.86
841374,ITEM-1309,FAMILY-7,58,44,82.72
841375,ITEM-1310,FAMILY-7,58,4,9.92
841376,ITEM-1311,FAMILY-7,58,11,12.979999999999999
841377,ITEM-1312,FAMILY-7,58,0,0.0
841378,ITEM-1313,FAMILY-7,58,7,7.0
841379,ITEM-1314,FAMILY-7,58,7,22.959999999999997
841380,ITEM-1315,FAMILY-7,58,0,0.0
841381,ITEM-1316,FAMILY-7,58,2,7.0
841382,ITEM-1317,FAMILY-7,58,0,0.0
841383,ITEM-1318,FAMILY-7,58,2,2.96
841384,ITEM-1319,FAMILY-7,58,6,16.68
841385,ITEM-1320,FAMILY-7,58,3,7.4399999999999995
841386,ITEM-1321,FAMILY-7,58,9,7.92
841387,ITEM-1322,FAMILY-7,58,1,3.98
841388,ITEM-1323,FAMILY-7,58,8,11.04
841389,ITEM-1324,FAMILY-7,58,0,0.0
841390,ITEM-1325,FAMILY-7,58,2,4.96
841391,ITEM-1326,FAMILY-7,58,11,21.78
841392,ITEM-1327,FAMILY-7,58,2,3.94
841393,ITEM-1328,FAMILY-7,58,15,13.2
841394,ITEM-1329,FAMILY-7,58,14,19.32
841395,ITEM-1330,FAMILY-7,58,32,37.76
841396,ITEM-1331,FAMILY-7,58,3,12.0
841397,ITEM-1332,FAMILY-7,58,13,15.34
841398,ITEM-1333,FAMILY-7,58,1,3.28
841399,ITEM-1334,FAMILY-7,58,2,8.0
841400,ITEM-1335,FAMILY-7,58,2,4.96
841401,ITEM-1336,FAMILY-7,58,3,5.9399999999999995
841402,ITEM-1337,FAMILY-7,58,0,0.0
841403,ITEM-1338,FAMILY-7,58,5,29.900000000000002
841404,ITEM-1339,FAMILY-7,58,5,18.9
841405,ITEM-1340,FAMILY-7,58,0,0.0
841406,ITEM-1341,FAMILY-7,58,0,0.0
841407,ITEM-1342,FAMILY-7,58,6,11.879999999999999
841408,ITEM-1343,FAMILY-7,58,10,10.0
841409,ITEM-1344,FAMILY-7,58,7,10.36
841410,ITEM-1345,FAMILY-7,58,0,0.0
841411,ITEM-1346,FAMILY-7,58,0,0.0
841412,ITEM-1347,FAMILY-7,58,0,0.0
841413,ITEM-1348,FAMILY-7,58,5,14.2
841414,ITEM-1349,FAMILY-7,58,6,24.0
841415,ITEM-1350,FAMILY-7,58,11,16.28
855704,ITEM-901,FAMILY-5,59,0,0.0
855705,ITEM-902,FAMILY-5,59,0,0.0
855706,ITEM-903,FAMILY-5,59,0,0.0
855707,ITEM-904,FAMILY-5,59,1,3.97
855708,ITEM-905,FAMILY-5,59,1,2.97
855709,ITEM-906,FAMILY-5,59,0,0.0
855710,ITEM-907,FAMILY-5,59,0,0.0
855711,ITEM-908,FAMILY-5,59,0,0.0
855712,ITEM-909,FAMILY-5,59,0,0.0
855713,ITEM-910,FAMILY-5,59,2,4.0
855714,ITEM-911,FAMILY-5,59,0,0.0
855715,ITEM-912,FAMILY-5,59,1,2.38
855716,ITEM-913,FAMILY-5,59,0,0.0
855717,ITEM-914,FAMILY-5,59,0,0.0
855718,ITEM-915,FAMILY-5,59,1,1.97
855719,ITEM-916,FAMILY-5,59,5,19.85
855720,ITEM-917,FAMILY-5,59,0,0.0
855721,ITEM-918,FAMILY-5,59,0,0.0
855722,ITEM-919,FAMILY-5,59,0,0.0
855723,ITEM-920,FAMILY-5,59,0,0.0
855724,ITEM-921,FAMILY-5,59,4,6.32
855725,ITEM-922,FAMILY-5,59,0,0.0
855726,ITEM-923,FAMILY-5,59,0,0.0
855727,ITEM-924,FAMILY-5,59,2,4.76
855728,ITEM-925,FAMILY-5,59,0,0.0
855729,ITEM-926,FAMILY-5,59,0,0.0
855730,ITEM-927,FAMILY-5,59,2,5.88
855731,ITEM-928,FAMILY-5,59,0,0.0
855732,ITEM-929,FAMILY-5,59,1,2.0
855733,ITEM-930,FAMILY-5,59,3,5.91
855734,ITEM-931,FAMILY-5,59,0,0.0
855735,ITEM-932,FAMILY-5,59,0,0.0
855736,ITEM-933,FAMILY-5,59,2,3.04
855737,ITEM-934,FAMILY-5,59,0,0.0
855738,ITEM-935,FAMILY-5,59,1,2.98
855739,ITEM-936,FAMILY-5,59,0,0.0
855740,ITEM-937,FAMILY-5,59,6,11.82
855741,ITEM-938,FAMILY-5,59,1,2.76
855742,ITEM-939,FAMILY-5,59,0,0.0
855743,ITEM-940,FAMILY-5,59,21,62.58
855744,ITEM-941,FAMILY-5,59,0,0.0
855745,ITEM-942,FAMILY-5,59,2,1.28
855746,ITEM-943,FAMILY-5,59,0,0.0
855747,ITEM-944,FAMILY-5,59,1,2.5
855748,ITEM-945,FAMILY-5,59,0,0.0
855749,ITEM-946,FAMILY-5,59,2,4.92
855750,ITEM-947,FAMILY-5,59,4,44.96
855751,ITEM-948,FAMILY-5,59,2,8.46
855752,ITEM-949,FAMILY-5,59,2,4.96
855753,ITEM-950,FAMILY-5,59,1,3.98
855754,ITEM-951,FAMILY-5,59,1,6.84
855755,ITEM-952,FAMILY-5,59,1,5.88
855756,ITEM-953,FAMILY-5,59,0,0.0
855757,ITEM-954,FAMILY-5,59,4,9.36
855758,ITEM-955,FAMILY-5,59,0,0.0
855759,ITEM-956,FAMILY-5,59,1,2.48
855760,ITEM-957,FAMILY-5,59,2,5.52
855761,ITEM-958,FAMILY-5,59,0,0.0
855762,ITEM-959,FAMILY-5,59,1,2.5
855763,ITEM-960,FAMILY-5,59,1,11.78
855764,ITEM-961,FAMILY-5,59,1,7.34
855765,ITEM-962,FAMILY-5,59,9,20.52
855766,ITEM-963,FAMILY-5,59,0,0.0
855767,ITEM-964,FAMILY-5,59,0,0.0
855768,ITEM-965,FAMILY-5,59,0,0.0
855769,ITEM-966,FAMILY-5,59,0,0.0
855770,ITEM-967,FAMILY-5,59,4,27.36
855771,ITEM-968,FAMILY-5,59,0,0.0
855772,ITEM-969,FAMILY-5,59,0,0.0
855773,ITEM-970,FAMILY-5,59,3,8.28
855774,ITEM-971,FAMILY-5,59,1,2.48
855775,ITEM-972,FAMILY-5,59,0,0.0
855776,ITEM-973,FAMILY-5,59,0,0.0
855777,ITEM-974,FAMILY-5,59,2,4.68
855778,ITEM-975,FAMILY-5,59,2,13.68
855779,ITEM-976,FAMILY-5,59,0,0.0
855780,ITEM-977,FAMILY-5,59,0,0.0
855781,ITEM-978,FAMILY-5,59,0,0.0
855782,ITEM-979,FAMILY-5,59,0,0.0
855783,ITEM-980,FAMILY-5,59,0,0.0
855784,ITEM-981,FAMILY-5,59,5,29.900000000000002
855785,ITEM-982,FAMILY-5,59,1,7.56
855786,ITEM-983,FAMILY-5,59,1,3.28
855787,ITEM-984,FAMILY-5,59,0,0.0
855788,ITEM-985,FAMILY-5,59,0,0.0
855789,ITEM-986,FAMILY-5,59,0,0.0
855790,ITEM-987,FAMILY-5,59,0,0.0
855791,ITEM-988,FAMILY-5,59,1,2.5
855792,ITEM-989,FAMILY-5,59,0,0.0
855793,ITEM-990,FAMILY-5,59,0,0.0
855794,ITEM-991,FAMILY-5,59,4,27.92
855795,ITEM-992,FAMILY-5,59,0,0.0
855796,ITEM-993,FAMILY-5,59,0,0.0
855797,ITEM-994,FAMILY-5,59,5,9.9
855798,ITEM-995,FAMILY-5,59,0,0.0
855799,ITEM-996,FAMILY-5,59,0,0.0
855800,ITEM-997,FAMILY-5,59,0,0.0
855801,ITEM-998,FAMILY-5,59,0,0.0
855802,ITEM-999,FAMILY-5,59,0,0.0
855803,ITEM-1000,FAMILY-5,59,0,0.0
855804,ITEM-1001,FAMILY-5,59,3,9.0
855805,ITEM-1002,FAMILY-5,59,0,0.0
855806,ITEM-1003,FAMILY-5,59,0,0.0
855807,ITEM-1004,FAMILY-5,59,3,5.34
855808,ITEM-1005,FAMILY-5,59,5,15.0
855809,ITEM-1006,FAMILY-5,59,0,0.0
855810,ITEM-1007,FAMILY-5,59,0,0.0
855811,ITEM-1008,FAMILY-5,59,3,7.5
855812,ITEM-1009,FAMILY-5,59,0,0.0
855813,ITEM-1010,FAMILY-5,59,0,0.0
855814,ITEM-1011,FAMILY-5,59,3,8.28
855815,ITEM-1012,FAMILY-5,59,3,6.24
855816,ITEM-1013,FAMILY-6,59,3,8.28
855817,ITEM-1014,FAMILY-6,59,1,11.78
855818,ITEM-1015,FAMILY-6,59,0,0.0
855819,ITEM-1016,FAMILY-6,59,0,0.0
855820,ITEM-1017,FAMILY-6,59,2,5.24
855821,ITEM-1018,FAMILY-6,59,0,0.0
855822,ITEM-1019,FAMILY-6,59,0,0.0
855823,ITEM-1020,FAMILY-6,59,0,0.0
855824,ITEM-1021,FAMILY-6,59,1,2.34
855825,ITEM-1022,FAMILY-6,59,1,2.48
855826,ITEM-1023,FAMILY-6,59,1,2.78
855827,ITEM-1024,FAMILY-6,59,2,15.94
855828,ITEM-1025,FAMILY-6,59,0,0.0
855829,ITEM-1026,FAMILY-6,59,0,0.0
855830,ITEM-1027,FAMILY-6,59,7,13.79
855831,ITEM-1028,FAMILY-6,59,1,1.98
855832,ITEM-1029,FAMILY-6,59,0,0.0
855833,ITEM-1030,FAMILY-6,59,0,0.0
855834,ITEM-1031,FAMILY-6,59,5,12.5
855835,ITEM-1032,FAMILY-6,59,0,0.0
855836,ITEM-1033,FAMILY-6,59,1,1.78
855837,ITEM-1034,FAMILY-6,59,0,0.0
855838,ITEM-1035,FAMILY-6,59,1,2.86
855839,ITEM-1036,FAMILY-6,59,0,0.0
855840,ITEM-1037,FAMILY-6,59,0,0.0
855841,ITEM-1038,FAMILY-6,59,0,0.0
855842,ITEM-1039,FAMILY-6,59,1,1.08
855843,ITEM-1040,FAMILY-6,59,0,0.0
855844,ITEM-1041,FAMILY-6,59,0,0.0
855845,ITEM-1042,FAMILY-6,59,0,0.0
855846,ITEM-1043,FAMILY-6,59,0,0.0
855847,ITEM-1044,FAMILY-6,59,0,0.0
855848,ITEM-1045,FAMILY-6,59,4,15.92
855849,ITEM-1046,FAMILY-6,59,1,5.84
855850,ITEM-1047,FAMILY-6,59,0,0.0
855851,ITEM-1048,FAMILY-6,59,0,0.0
855852,ITEM-1049,FAMILY-6,59,1,1.98
855853,ITEM-1050,FAMILY-6,59,3,3.0
855854,ITEM-1051,FAMILY-6,59,1,2.34
855855,ITEM-1052,FAMILY-6,59,0,0.0
855856,ITEM-1053,FAMILY-6,59,3,7.5
855857,ITEM-1054,FAMILY-6,59,2,4.68
855858,ITEM-1055,FAMILY-6,59,1,2.34
855859,ITEM-1056,FAMILY-6,59,1,2.48
855860,ITEM-1057,FAMILY-6,59,3,6.84
855861,ITEM-1058,FAMILY-6,59,3,12.690000000000001
855862,ITEM-1059,FAMILY-6,59,0,0.0
855863,ITEM-1060,FAMILY-6,59,0,0.0
855864,ITEM-1061,FAMILY-6,59,1,2.48
855865,ITEM-1062,FAMILY-6,59,1,2.34
855866,ITEM-1063,FAMILY-6,59,2,5.0
855867,ITEM-1064,FAMILY-6,59,0,0.0
855868,ITEM-1065,FAMILY-6,59,7,38.36
855869,ITEM-1066,FAMILY-6,59,0,0.0
855870,ITEM-1067,FAMILY-6,59,8,15.84
855871,ITEM-1068,FAMILY-6,59,0,0.0
855872,ITEM-1069,FAMILY-6,59,0,0.0
855873,ITEM-1070,FAMILY-6,59,0,0.0
855874,ITEM-1071,FAMILY-6,59,0,0.0
855875,ITEM-1072,FAMILY-6,59,2,8.96
855876,ITEM-1073,FAMILY-6,59,0,0.0
855877,ITEM-1074,FAMILY-6,59,1,1.78
855878,ITEM-1075,FAMILY-6,59,1,6.98
855879,ITEM-1076,FAMILY-6,59,0,0.0
855880,ITEM-1077,FAMILY-6,59,23,68.54
855881,ITEM-1078,FAMILY-6,59,0,0.0
855882,ITEM-1079,FAMILY-6,59,0,0.0
855883,ITEM-1080,FAMILY-6,59,0,0.0
855884,ITEM-1081,FAMILY-6,59,1,1.52
855885,ITEM-1082,FAMILY-6,59,3,8.879999999999999
855886,ITEM-1083,FAMILY-6,59,2,5.96
855887,ITEM-1084,FAMILY-6,59,3,7.5
855888,ITEM-1085,FAMILY-6,59,0,0.0
855889,ITEM-1086,FAMILY-6,59,2,7.16
855890,ITEM-1087,FAMILY-6,59,7,7.0
855891,ITEM-1088,FAMILY-6,59,0,0.0
855892,ITEM-1089,FAMILY-6,59,0,0.0
855893,ITEM-1090,FAMILY-6,59,0,0.0
855894,ITEM-1091,FAMILY-6,59,8,15.76
855895,ITEM-1092,FAMILY-6,59,4,9.36
855896,ITEM-1093,FAMILY-6,59,1,3.88
855897,ITEM-1094,FAMILY-6,59,0,0.0
855898,ITEM-1095,FAMILY-6,59,0,0.0
855899,ITEM-1096,FAMILY-6,59,0,0.0
855900,ITEM-1097,FAMILY-6,59,0,0.0
855901,ITEM-1098,FAMILY-6,59,5,12.5
855902,ITEM-1099,FAMILY-6,59,0,0.0
855903,ITEM-1100,FAMILY-6,59,0,0.0
855904,ITEM-1101,FAMILY-6,59,0,0.0
855905,ITEM-1102,FAMILY-6,59,1,2.78
855906,ITEM-1103,FAMILY-6,59,1,3.25
855907,ITEM-1104,FAMILY-6,59,3,3.24
855908,ITEM-1105,FAMILY-6,59,0,0.0
855909,ITEM-1106,FAMILY-6,59,1,3.18
855910,ITEM-1107,FAMILY-6,59,2,7.96
855911,ITEM-1108,FAMILY-6,59,1,3.78
855912,ITEM-1109,FAMILY-6,59,1,2.97
855913,ITEM-1110,FAMILY-6,59,1,3.98
855914,ITEM-1111,FAMILY-6,59,3,9.0
855915,ITEM-1112,FAMILY-6,59,0,0.0
855916,ITEM-1113,FAMILY-6,59,0,0.0
855917,ITEM-1114,FAMILY-6,59,0,0.0
855918,ITEM-1115,FAMILY-6,59,9,17.73
855919,ITEM-1116,FAMILY-6,59,1,5.98
855920,ITEM-1117,FAMILY-6,59,0,0.0
855921,ITEM-1118,FAMILY-6,59,0,0.0
855922,ITEM-1119,FAMILY-6,59,4,10.0
855923,ITEM-1120,FAMILY-6,59,0,0.0
855924,ITEM-1121,FAMILY-6,59,0,0.0
855925,ITEM-1122,FAMILY-6,59,5,9.85
855926,ITEM-1123,FAMILY-6,59,33,21.12
855927,ITEM-1124,FAMILY-6,59,0,0.0
855928,ITEM-1125,FAMILY-6,59,0,0.0
855929,ITEM-1126,FAMILY-6,59,1,4.37
855930,ITEM-1127,FAMILY-6,59,0,0.0
855931,ITEM-1128,FAMILY-6,59,0,0.0
855932,ITEM-1129,FAMILY-6,59,1,1.97
855933,ITEM-1130,FAMILY-6,59,0,0.0
855934,ITEM-1131,FAMILY-6,59,1,1.97
855935,ITEM-1132,FAMILY-6,59,1,4.98
855936,ITEM-1133,FAMILY-6,59,3,5.9399999999999995
855937,ITEM-1134,FAMILY-6,59,1,3.22
855938,ITEM-1135,FAMILY-6,59,0,0.0
855939,ITEM-1136,FAMILY-6,59,3,7.4399999999999995
855940,ITEM-1137,FAMILY-6,59,0,0.0
855941,ITEM-1138,FAMILY-6,59,1,2.08
855942,ITEM-1139,FAMILY-6,59,6,18.0
855943,ITEM-1140,FAMILY-6,59,2,23.56
855944,ITEM-1141,FAMILY-6,59,2,3.96
855945,ITEM-1142,FAMILY-6,59,0,0.0
855946,ITEM-1143,FAMILY-6,59,2,4.56
855947,ITEM-1144,FAMILY-6,59,1,2.98
855948,ITEM-1145,FAMILY-6,59,3,5.9399999999999995
855949,ITEM-1146,FAMILY-6,59,1,2.28
855950,ITEM-1147,FAMILY-6,59,0,0.0
855951,ITEM-1148,FAMILY-6,59,0,0.0
855952,ITEM-1149,FAMILY-6,59,7,13.86
855953,ITEM-1150,FAMILY-6,59,5,13.200000000000001
855954,ITEM-1151,FAMILY-6,59,5,9.9
855955,ITEM-1152,FAMILY-6,59,2,3.36
855956,ITEM-1153,FAMILY-6,59,0,0.0
855957,ITEM-1154,FAMILY-6,59,0,0.0
855958,ITEM-1155,FAMILY-6,59,8,9.44
855959,ITEM-1156,FAMILY-6,59,4,15.12
855960,ITEM-1157,FAMILY-6,59,0,0.0
855961,ITEM-1158,FAMILY-6,59,3,5.9399999999999995
855962,ITEM-1159,FAMILY-6,59,0,0.0
855963,ITEM-1160,FAMILY-6,59,0,0.0
855964,ITEM-1161,FAMILY-6,59,0,0.0
855965,ITEM-1162,FAMILY-6,59,1,3.98
855966,ITEM-1163,FAMILY-6,59,1,3.58
855967,ITEM-1164,FAMILY-6,59,0,0.0
855968,ITEM-1165,FAMILY-6,59,0,0.0
855969,ITEM-1166,FAMILY-6,59,0,0.0
855970,ITEM-1167,FAMILY-6,59,4,6.72
855971,ITEM-1168,FAMILY-6,59,0,0.0
855972,ITEM-1169,FAMILY-6,59,2,3.94
855973,ITEM-1170,FAMILY-6,59,0,0.0
855974,ITEM-1171,FAMILY-6,59,2,6.96
855975,ITEM-1172,FAMILY-6,59,1,3.78
855976,ITEM-1173,FAMILY-6,59,0,0.0
855977,ITEM-1174,FAMILY-6,59,0,0.0
855978,ITEM-1175,FAMILY-6,59,1,1.25
855979,ITEM-1176,FAMILY-6,59,2,4.36
855980,ITEM-1177,FAMILY-6,59,2,11.96
855981,ITEM-1178,FAMILY-6,59,16,23.68
855982,ITEM-1179,FAMILY-6,59,0,0.0
855983,ITEM-1180,FAMILY-6,59,0,0.0
855984,ITEM-1181,FAMILY-6,59,3,58.44
855985,ITEM-1182,FAMILY-6,59,2,2.5
855986,ITEM-1183,FAMILY-6,59,0,0.0
855987,ITEM-1184,FAMILY-6,59,0,0.0
855988,ITEM-1185,FAMILY-6,59,3,14.64
855989,ITEM-1186,FAMILY-6,59,0,0.0
855990,ITEM-1187,FAMILY-6,59,2,3.94
855991,ITEM-1188,FAMILY-6,59,2,11.28
855992,ITEM-1189,FAMILY-6,59,0,0.0
855993,ITEM-1190,FAMILY-6,59,5,10.0
855994,ITEM-1191,FAMILY-6,59,0,0.0
855995,ITEM-1192,FAMILY-6,59,16,38.08
855996,ITEM-1193,FAMILY-6,59,1,1.98
855997,ITEM-1194,FAMILY-6,59,0,0.0
855998,ITEM-1195,FAMILY-6,59,3,6.84
855999,ITEM-1196,FAMILY-6,59,5,5.0
856000,ITEM-1197,FAMILY-6,59,4,6.0
